TOF, Temperature 
117.240152,0.000000
117.237881,0.000000
117.246815,0.000000
117.249755,0.000000
117.253538,0.000000
117.259595,0.000000
117.257576,0.000000
117.262119,0.000000
117.265687,0.000000
117.273990,0.000000
117.241414,0.000000
117.243942,0.000000
117.246210,0.000000
117.244364,0.000000
117.254543,0.000000
117.261110,0.000000
117.265657,0.000000
117.266667,0.000000
117.265909,0.000000
117.238638,0.000000
117.243750,0.000000
117.245200,0.000000
117.257576,0.000000
117.258081,0.000000
117.262881,0.000000
117.267676,0.000000
117.271967,0.000000
117.249243,0.000000
117.246094,0.000000
117.249491,0.000000
117.256815,0.000000
117.261619,0.000000
117.264844,0.000000
117.265657,0.000000
117.268938,0.000000
117.237372,0.000000
117.234343,0.000000
117.243137,0.000000
117.245457,0.000000
117.249243,0.000000
117.252528,0.000000
117.260357,0.000000
117.270705,0.000000
117.271462,0.000000
117.244443,0.000000
117.245962,0.000000
117.247396,0.000000
117.250505,0.000000
117.254948,0.000000
117.257106,0.000000
117.267171,0.000000
117.272656,0.000000
117.272981,0.000000
117.240152,0.000000
117.243629,0.000000
117.247917,0.000000
117.256314,0.000000
117.255805,0.000000
117.263133,0.000000
117.267171,0.000000
117.269952,0.000000
117.242929,0.000000
117.240152,0.000000
117.246971,0.000000
117.253385,0.000000
117.255052,0.000000
117.259595,0.000000
117.262881,0.000000
117.263129,0.000000
117.257576,0.000000
117.240152,0.000000
117.241927,0.000000
117.244443,0.000000
117.247981,0.000000
117.256062,0.000000
117.257324,0.000000
117.264896,0.000000
117.269447,0.000000
117.236619,0.000000
117.238726,0.000000
117.243942,0.000000
117.249755,0.000000
117.250757,0.000000
117.257071,0.000000
117.261871,0.000000
117.259091,0.000000
117.266667,0.000000
117.242424,0.000000
117.242171,0.000000
117.250000,0.000000
117.255304,0.000000
117.250505,0.000000
117.260104,0.000000
117.265657,0.000000
117.274748,0.000000
117.244443,0.000000
117.243750,0.000000
117.245204,0.000000
117.250505,0.000000
117.255304,0.000000
117.258081,0.000000
117.264647,0.000000
117.265909,0.000000
117.267424,0.000000
117.238129,0.000000
117.244195,0.000000
117.246719,0.000000
117.255805,0.000000
117.258333,0.000000
117.263129,0.000000
117.265152,0.000000
117.268750,0.000000
117.238890,0.000000
117.239647,0.000000
117.241414,0.000000
117.245457,0.000000
117.246214,0.000000
117.255557,0.000000
117.257829,0.000000
117.263133,0.000000
117.268181,0.000000
117.276514,0.000000
117.235353,0.000000
117.245453,0.000000
117.246967,0.000000
117.248233,0.000000
117.256062,0.000000
117.258333,0.000000
117.263133,0.000000
117.270958,0.000000
117.271719,0.000000
117.241667,0.000000
117.242676,0.000000
117.243437,0.000000
117.250505,0.000000
117.258329,0.000000
117.261615,0.000000
117.266162,0.000000
117.271466,0.000000
117.270453,0.000000
117.242424,0.000000
117.245962,0.000000
117.246466,0.000000
117.253281,0.000000
117.254291,0.000000
117.261615,0.000000
117.266414,0.000000
117.272060,0.000000
117.237256,0.000000
117.243434,0.000000
117.243437,0.000000
117.244195,0.000000
117.252776,0.000000
117.258586,0.000000
117.264900,0.000000
117.267647,0.000000
117.267929,0.000000
117.241919,0.000000
117.241667,0.000000
117.243434,0.000000
117.250505,0.000000
117.253029,0.000000
117.260100,0.000000
117.264143,0.000000
117.268686,0.000000
117.270958,0.000000
117.238385,0.000000
117.241162,0.000000
117.239214,0.000000
117.244191,0.000000
117.252019,0.000000
117.256819,0.000000
117.256819,0.000000
117.265909,0.000000
117.270958,0.000000
117.257576,0.000000
117.239391,0.000000
117.243686,0.000000
117.243690,0.000000
117.252524,0.000000
117.251262,0.000000
117.259343,0.000000
117.257829,0.000000
117.267424,0.000000
117.269696,0.000000
117.254800,0.000000
117.239900,0.000000
117.246719,0.000000
117.248738,0.000000
117.256314,0.000000
117.253534,0.000000
117.259343,0.000000
117.265909,0.000000
117.268686,0.000000
117.267171,0.000000
117.248738,0.000000
117.250000,0.000000
117.250245,0.000000
117.259343,0.000000
117.260100,0.000000
117.272977,0.000000
117.273233,0.000000
117.245962,0.000000
117.242424,0.000000
117.248486,0.000000
117.251767,0.000000
117.252524,0.000000
117.259595,0.000000
117.264391,0.000000
117.269447,0.000000
117.272728,0.000000
117.240152,0.000000
117.241414,0.000000
117.243938,0.000000
117.243181,0.000000
117.254800,0.000000
117.255809,0.000000
117.259599,0.000000
117.266919,0.000000
117.277023,0.000000
117.245204,0.000000
117.243686,0.000000
117.246967,0.000000
117.245709,0.000000
117.253790,0.000000
117.255553,0.000000
117.259094,0.000000
117.267676,0.000000
117.271971,0.000000
117.275505,0.000000
117.235357,0.000000
117.243938,0.000000
117.246210,0.000000
117.246715,0.000000
117.248482,0.000000
117.254543,0.000000
117.262376,0.000000
117.264395,0.000000
117.273486,0.000000
117.237123,0.000000
117.239643,0.000000
117.242676,0.000000
117.246719,0.000000
117.247224,0.000000
117.252776,0.000000
117.259091,0.000000
117.260857,0.000000
117.268181,0.000000
117.238634,0.000000
117.235156,0.000000
117.243690,0.000000
117.242929,0.000000
117.247981,0.000000
117.257576,0.000000
117.258586,0.000000
117.262877,0.000000
117.270709,0.000000
117.272981,0.000000
117.238634,0.000000
117.239900,0.000000
117.244195,0.000000
117.248990,0.000000
117.251010,0.000000
117.260605,0.000000
117.264391,0.000000
117.264395,0.000000
117.269191,0.000000
117.232071,0.000000
117.238479,0.000000
117.250505,0.000000
117.247224,0.000000
117.252272,0.000000
117.257071,0.000000
