TOF, Temperature 
116.710294,0.000000
116.703790,0.000000
116.704166,0.000000
116.705557,0.000000
116.704042,0.000000
116.705636,0.000000
116.706566,0.000000
116.705052,0.000000
116.706314,0.000000
116.706815,0.000000
116.706819,0.000000
116.706563,0.000000
116.706371,0.000000
116.707067,0.000000
116.709852,0.000000
116.707843,0.000000
116.707324,0.000000
116.706314,0.000000
116.705636,0.000000
116.704796,0.000000
116.707576,0.000000
116.707353,0.000000
116.707071,0.000000
116.708081,0.000000
116.706563,0.000000
116.708333,0.000000
116.707071,0.000000
116.709091,0.000000
116.709091,0.000000
116.709848,0.000000
116.708838,0.000000
116.709343,0.000000
116.709595,0.000000
116.710104,0.000000
116.708586,0.000000
116.709848,0.000000
116.708081,0.000000
116.709343,0.000000
116.706819,0.000000
116.708838,0.000000
116.708586,0.000000
116.707576,0.000000
116.708333,0.000000
116.708838,0.000000
116.709848,0.000000
116.708838,0.000000
116.707071,0.000000
116.708838,0.000000
116.707829,0.000000
116.709115,0.000000
116.708333,0.000000
116.709347,0.000000
116.709091,0.000000
116.708838,0.000000
116.709595,0.000000
116.709343,0.000000
116.710857,0.000000
116.711867,0.000000
116.711619,0.000000
116.709091,0.000000
116.710100,0.000000
116.711871,0.000000
116.710605,0.000000
116.709599,0.000000
116.711029,0.000000
116.710857,0.000000
116.710353,0.000000
116.711619,0.000000
116.711615,0.000000
116.710100,0.000000
116.711619,0.000000
116.710857,0.000000
116.710605,0.000000
116.712372,0.000000
116.711615,0.000000
116.712881,0.000000
116.712877,0.000000
116.710605,0.000000
116.712376,0.000000
116.712119,0.000000
116.712119,0.000000
116.710100,0.000000
116.710861,0.000000
116.711615,0.000000
116.710100,0.000000
116.710857,0.000000
116.712624,0.000000
116.711871,0.000000
116.710605,0.000000
116.712372,0.000000
116.712500,0.000000
116.711867,0.000000
116.710861,0.000000
116.712123,0.000000
116.713890,0.000000
116.711114,0.000000
116.709896,0.000000
116.712628,0.000000
116.712123,0.000000
116.713542,0.000000
116.711867,0.000000
116.712877,0.000000
116.711362,0.000000
116.712877,0.000000
116.712881,0.000000
116.712119,0.000000
116.712123,0.000000
116.713133,0.000000
116.712376,0.000000
116.713133,0.000000
116.714139,0.000000
116.715657,0.000000
116.712877,0.000000
116.712628,0.000000
116.712123,0.000000
116.711114,0.000000
116.712877,0.000000
116.713129,0.000000
116.712881,0.000000
116.712628,0.000000
116.714143,0.000000
116.714395,0.000000
116.715152,0.000000
116.713133,0.000000
116.711867,0.000000
116.714896,0.000000
116.712119,0.000000
116.714643,0.000000
116.712877,0.000000
116.715657,0.000000
116.713890,0.000000
116.714647,0.000000
116.714139,0.000000
116.713638,0.000000
116.714395,0.000000
116.714139,0.000000
116.713638,0.000000
116.712881,0.000000
116.712628,0.000000
116.713133,0.000000
116.712624,0.000000
116.713890,0.000000
116.713886,0.000000
116.712881,0.000000
116.714395,0.000000
116.714143,0.000000
116.712624,0.000000
116.712881,0.000000
116.714900,0.000000
116.714647,0.000000
116.713133,0.000000
116.713886,0.000000
116.714395,0.000000
116.713890,0.000000
116.714643,0.000000
116.715152,0.000000
116.714139,0.000000
116.715405,0.000000
116.715152,0.000000
116.714143,0.000000
116.716919,0.000000
116.716414,0.000000
116.715909,0.000000
116.713638,0.000000
116.714143,0.000000
116.712628,0.000000
116.715657,0.000000
116.714139,0.000000
116.715909,0.000000
116.715405,0.000000
116.714643,0.000000
116.714643,0.000000
116.713133,0.000000
116.713890,0.000000
116.715152,0.000000
116.714395,0.000000
