TOF, Temperature 
38.012624,0.000000
38.016162,0.000000
38.010605,0.000000
38.008081,0.000000
38.011110,0.000000
38.008838,0.000000
38.014391,0.000000
38.008081,0.000000
38.011871,0.000000
38.013638,0.000000
38.012119,0.000000
38.011366,0.000000
38.011366,0.000000
38.012881,0.000000
38.011615,0.000000
38.009595,0.000000
38.012624,0.000000
38.014143,0.000000
38.011867,0.000000
38.009595,0.000000
38.010100,0.000000
38.011871,0.000000
38.009848,0.000000
38.008838,0.000000
38.013890,0.000000
38.011362,0.000000
38.011615,0.000000
38.009852,0.000000
38.011871,0.000000
38.015657,0.000000
38.008838,0.000000
38.010861,0.000000
38.010857,0.000000
38.011110,0.000000
38.011362,0.000000
38.010100,0.000000
38.011867,0.000000
38.012628,0.000000
38.009848,0.000000
38.010609,0.000000
38.010353,0.000000
38.012624,0.000000
38.016919,0.000000
38.010100,0.000000
38.012624,0.000000
38.011110,0.000000
38.014647,0.000000
38.011867,0.000000
38.015657,0.000000
38.012372,0.000000
38.010353,0.000000
38.012372,0.000000
38.012877,0.000000
38.013385,0.000000
38.012628,0.000000
38.012624,0.000000
38.013385,0.000000
38.011871,0.000000
38.011362,0.000000
38.013638,0.000000
38.009343,0.000000
38.011867,0.000000
38.011615,0.000000
38.014143,0.000000
38.010100,0.000000
38.012624,0.000000
38.011110,0.000000
