TOF, Temperature 
38.009848,0.000000
38.023233,0.000000
38.015657,0.000000
38.008838,0.000000
38.011619,0.000000
38.026518,0.000000
38.001767,0.000000
38.010357,0.000000
38.008333,0.000000
38.011867,0.000000
38.000000,0.000000
38.014391,0.000000
38.003029,0.000000
38.004543,0.000000
38.027524,0.000000
38.026266,0.000000
38.003029,0.000000
38.030048,0.000000
38.019948,0.000000
38.022977,0.000000
38.008333,0.000000
38.008838,0.000000
38.013890,0.000000
38.020457,0.000000
38.016667,0.000000
38.013381,0.000000
38.005048,0.000000
37.999243,0.000000
38.007324,0.000000
38.004543,0.000000
38.012877,0.000000
38.009347,0.000000
38.006314,0.000000
38.001514,0.000000
38.012372,0.000000
38.008081,0.000000
38.012877,0.000000
38.017676,0.000000
38.016667,0.000000
37.990909,0.000000
38.012123,0.000000
38.007071,0.000000
38.017171,0.000000
38.010104,0.000000
38.007324,0.000000
38.012877,0.000000
38.029796,0.000000
