TOF, Temperature 
37.935857,0.000000
37.930048,0.000000
37.935353,0.000000
37.932576,0.000000
37.936110,0.000000
37.932829,0.000000
37.934091,0.000000
37.930805,0.000000
37.936619,0.000000
37.932071,0.000000
37.935100,0.000000
37.934091,0.000000
37.932324,0.000000
37.934091,0.000000
37.938890,0.000000
37.938133,0.000000
37.936362,0.000000
37.935104,0.000000
37.931314,0.000000
37.933586,0.000000
37.936110,0.000000
37.936110,0.000000
37.931566,0.000000
37.936110,0.000000
37.933586,0.000000
37.934091,0.000000
37.932071,0.000000
37.936110,0.000000
37.936366,0.000000
37.936362,0.000000
37.932324,0.000000
37.937877,0.000000
37.933586,0.000000
37.932829,0.000000
37.934595,0.000000
37.936619,0.000000
37.935353,0.000000
37.935605,0.000000
37.935353,0.000000
37.932071,0.000000
37.934343,0.000000
37.935609,0.000000
37.936110,0.000000
37.932324,0.000000
37.933333,0.000000
37.936615,0.000000
37.936615,0.000000
37.934848,0.000000
37.934091,0.000000
37.936615,0.000000
