TOF, Temperature 
37.997224,0.000000
37.994443,0.000000
37.996715,0.000000
37.995709,0.000000
37.994195,0.000000
37.993181,0.000000
37.994948,0.000000
37.990401,0.000000
37.995204,0.000000
37.993686,0.000000
37.994952,0.000000
37.993434,0.000000
37.990657,0.000000
37.993938,0.000000
37.993942,0.000000
37.994948,0.000000
37.992171,0.000000
37.992929,0.000000
37.994191,0.000000
37.993690,0.000000
37.994191,0.000000
37.996214,0.000000
37.994191,0.000000
37.995958,0.000000
37.995204,0.000000
37.994191,0.000000
37.993690,0.000000
37.993938,0.000000
37.992929,0.000000
37.992929,0.000000
37.991414,0.000000
37.996466,0.000000
37.993686,0.000000
37.992676,0.000000
37.994952,0.000000
37.992676,0.000000
37.993434,0.000000
37.994699,0.000000
37.994191,0.000000
37.993181,0.000000
37.997728,0.000000
37.994195,0.000000
37.995709,0.000000
37.995962,0.000000
38.000000,0.000000
37.994191,0.000000
37.992929,0.000000
37.994447,0.000000
37.994948,0.000000
37.991158,0.000000
37.995200,0.000000
37.994443,0.000000
37.993686,0.000000
37.995705,0.000000
37.994443,0.000000
37.994699,0.000000
37.991667,0.000000
37.992929,0.000000
37.993938,0.000000
37.994447,0.000000
37.993181,0.000000
37.995200,0.000000
37.994952,0.000000
37.995204,0.000000
