TOF, Temperature 
37.947724,0.000000
37.945453,0.000000
37.947724,0.000000
37.947728,0.000000
37.948486,0.000000
37.951262,0.000000
37.946466,0.000000
37.952023,0.000000
37.948990,0.000000
37.948986,0.000000
37.948990,0.000000
37.948734,0.000000
37.929291,0.000000
37.945958,0.000000
37.946967,0.000000
37.948738,0.000000
37.947476,0.000000
37.950505,0.000000
37.948738,0.000000
37.945705,0.000000
37.944447,0.000000
37.948990,0.000000
37.950000,0.000000
37.947728,0.000000
37.945200,0.000000
37.947396,0.000000
37.948486,0.000000
37.948233,0.000000
37.950000,0.000000
37.947728,0.000000
37.950505,0.000000
37.947981,0.000000
37.949495,0.000000
37.950000,0.000000
37.950505,0.000000
37.946971,0.000000
37.949748,0.000000
37.946715,0.000000
37.948233,0.000000
37.950505,0.000000
37.939395,0.000000
37.948734,0.000000
37.946971,0.000000
37.946971,0.000000
37.950252,0.000000
37.948233,0.000000
37.950757,0.000000
37.947224,0.000000
37.945958,0.000000
37.948990,0.000000
37.950256,0.000000
37.951767,0.000000
37.950252,0.000000
37.949748,0.000000
37.945705,0.000000
