TOF, Temperature 
37.963634,0.000000
37.959595,0.000000
37.958838,0.000000
37.960100,0.000000
37.960353,0.000000
37.960605,0.000000
37.961110,0.000000
37.963385,0.000000
37.958081,0.000000
37.960605,0.000000
37.958586,0.000000
37.960609,0.000000
37.960605,0.000000
37.960357,0.000000
37.958586,0.000000
37.958333,0.000000
37.963133,0.000000
37.962624,0.000000
37.960100,0.000000
37.962881,0.000000
37.963886,0.000000
37.962628,0.000000
37.960937,0.000000
37.961362,0.000000
37.959852,0.000000
37.962372,0.000000
37.958838,0.000000
37.962119,0.000000
37.959595,0.000000
37.962372,0.000000
37.960100,0.000000
37.960857,0.000000
37.961619,0.000000
37.961362,0.000000
37.962372,0.000000
37.959343,0.000000
37.960857,0.000000
37.959595,0.000000
37.960353,0.000000
37.961867,0.000000
37.962628,0.000000
37.960605,0.000000
37.959848,0.000000
37.962624,0.000000
37.961871,0.000000
37.961366,0.000000
37.962372,0.000000
37.962372,0.000000
37.962123,0.000000
37.965401,0.000000
