TOF, Temperature 
37.977776,0.000000
37.973738,0.000000
37.980301,0.000000
37.983333,0.000000
37.973233,0.000000
37.978029,0.000000
37.992171,0.000000
37.979291,0.000000
37.989143,0.000000
37.985100,0.000000
37.977528,0.000000
37.992171,0.000000
37.968938,0.000000
37.988133,0.000000
37.984848,0.000000
37.991919,0.000000
37.975505,0.000000
38.005048,0.000000
37.972476,0.000000
37.981566,0.000000
37.967424,0.000000
37.977524,0.000000
37.978285,0.000000
37.985605,0.000000
37.972472,0.000000
37.990405,0.000000
37.973486,0.000000
37.970204,0.000000
37.968434,0.000000
37.984343,0.000000
37.983081,0.000000
37.985861,0.000000
37.981314,0.000000
37.982067,0.000000
37.986871,0.000000
37.964896,0.000000
37.989391,0.000000
37.974243,0.000000
37.989143,0.000000
37.974243,0.000000
37.985605,0.000000
37.979547,0.000000
37.992929,0.000000
37.986362,0.000000
37.974748,0.000000
37.984347,0.000000
37.980809,0.000000
37.996214,0.000000
37.989143,0.000000
37.976771,0.000000
