TOF, Temperature 
37.907071,0.000000
37.903790,0.000000
37.903534,0.000000
37.902019,0.000000
37.903281,0.000000
37.901262,0.000000
37.904038,0.000000
37.908333,0.000000
37.900757,0.000000
37.897728,0.000000
37.905557,0.000000
37.902019,0.000000
37.903790,0.000000
37.899748,0.000000
37.919696,0.000000
37.904547,0.000000
37.900757,0.000000
37.906819,0.000000
37.901010,0.000000
37.904543,0.000000
37.903534,0.000000
37.899748,0.000000
37.905301,0.000000
37.905301,0.000000
37.897977,0.000000
37.902776,0.000000
37.904800,0.000000
37.907067,0.000000
37.904796,0.000000
37.906062,0.000000
37.903029,0.000000
37.900757,0.000000
37.897224,0.000000
37.894443,0.000000
37.900000,0.000000
37.903281,0.000000
37.904038,0.000000
37.902524,0.000000
37.902524,0.000000
37.901262,0.000000
37.905048,0.000000
37.903029,0.000000
37.904800,0.000000
37.903029,0.000000
37.902780,0.000000
37.901262,0.000000
37.903029,0.000000
37.904038,0.000000
37.903534,0.000000
37.904547,0.000000
37.899748,0.000000
37.906566,0.000000
