TOF, Temperature 
38.020705,0.000000
38.013634,0.000000
38.003285,0.000000
37.996462,0.000000
38.012628,0.000000
38.019948,0.000000
38.006314,0.000000
38.002524,0.000000
38.023486,0.000000
38.028033,0.000000
38.014900,0.000000
38.018181,0.000000
38.020705,0.000000
38.019443,0.000000
38.005557,0.000000
38.016162,0.000000
38.007829,0.000000
38.015657,0.000000
38.014647,0.000000
38.012119,0.000000
38.016414,0.000000
37.993686,0.000000
38.014900,0.000000
38.006062,0.000000
38.002528,0.000000
38.009848,0.000000
38.032071,0.000000
38.011362,0.000000
38.013890,0.000000
38.011619,0.000000
38.015909,0.000000
38.001514,0.000000
38.016919,0.000000
38.014143,0.000000
38.025000,0.000000
38.004038,0.000000
38.012372,0.000000
38.015152,0.000000
38.018434,0.000000
38.007324,0.000000
38.017929,0.000000
38.026767,0.000000
38.012376,0.000000
38.006310,0.000000
38.013133,0.000000
38.022476,0.000000
38.011366,0.000000
38.020457,0.000000
38.006062,0.000000
38.014391,0.000000
38.019195,0.000000
38.023990,0.000000
38.018434,0.000000
38.018434,0.000000
38.010857,0.000000
38.010357,0.000000
38.000252,0.000000
38.015657,0.000000
38.010861,0.000000
38.009343,0.000000
