TOF, Temperature 
38.013638,0.000000
38.011362,0.000000
38.012123,0.000000
38.012372,0.000000
38.011110,0.000000
38.012628,0.000000
38.010605,0.000000
38.017676,0.000000
38.011362,0.000000
38.015148,0.000000
38.012628,0.000000
38.010353,0.000000
38.017171,0.000000
38.011362,0.000000
38.012881,0.000000
38.011619,0.000000
38.012119,0.000000
38.012376,0.000000
38.014395,0.000000
38.014896,0.000000
38.016667,0.000000
38.012881,0.000000
38.017171,0.000000
38.013886,0.000000
38.015653,0.000000
38.016162,0.000000
38.014143,0.000000
38.010609,0.000000
38.005809,0.000000
38.007576,0.000000
38.013385,0.000000
38.015152,0.000000
38.011114,0.000000
38.006062,0.000000
38.010605,0.000000
38.011871,0.000000
38.012628,0.000000
38.016919,0.000000
38.011114,0.000000
38.019443,0.000000
38.014395,0.000000
38.014643,0.000000
38.021214,0.000000
38.015405,0.000000
38.004042,0.000000
38.010104,0.000000
38.012376,0.000000
38.011114,0.000000
38.011114,0.000000
38.012123,0.000000
38.011619,0.000000
38.018690,0.000000
38.002272,0.000000
38.011615,0.000000
38.015909,0.000000
38.014647,0.000000
38.011871,0.000000
38.017424,0.000000
38.013021,0.000000
38.017424,0.000000
38.009848,0.000000
38.011366,0.000000
38.008586,0.000000
38.013129,0.000000
